Date,Open,High,Low,Close,Volume
2024-05-15 13:30:00,4.070000171661377,4.110000133514404,3.859999895095825,3.900000095367432,1455300
2024-05-16 13:30:00,3.859999895095825,3.950000047683716,3.684999942779541,3.7200000286102295,1834200
2024-05-17 13:30:00,3.75,3.759999990463257,3.569999933242798,3.609999895095825,1573000
2024-05-20 13:30:00,3.5899999141693115,3.628999948501587,3.490000009536743,3.5899999141693115,961900
2024-05-21 13:30:00,3.539999961853028,3.5999999046325684,3.4600000381469727,3.490000009536743,896100
2024-05-22 13:30:00,3.470000028610229,3.5799999237060547,3.400000095367432,3.4600000381469727,853800
2024-05-23 13:30:00,3.470000028610229,3.490000009536743,3.319999933242798,3.450000047683716,1017500
2024-05-24 13:30:00,3.470000028610229,3.5,3.380000114440918,3.440000057220459,847300
2024-05-28 13:30:00,3.5,3.6989998817443848,3.430000066757202,3.650000095367432,864000
2024-05-29 13:30:00,3.509999990463257,3.5899999141693115,3.4600000381469727,3.5799999237060547,1950200
2024-05-30 13:30:00,3.630000114440918,3.680000066757202,3.490000009536743,3.609999895095825,1053300
2024-05-31 13:30:00,3.630000114440918,3.7799999713897705,3.430000066757202,3.450000047683716,4226200
2024-06-03 13:30:00,3.490000009536743,3.660000085830689,3.305000066757202,3.309999942779541,1612800
2024-06-04 13:30:00,3.309999942779541,3.414999961853028,3.039999961853028,3.390000104904175,2033200
2024-06-05 13:30:00,3.450000047683716,3.9600000381469727,3.4100000858306885,3.839999914169312,2296000
2024-06-06 13:30:00,3.7899999618530273,3.9600000381469727,3.75,3.900000095367432,1167400
2024-06-07 13:30:00,3.809999942779541,3.880000114440918,3.609999895095825,3.609999895095825,1449400
2024-06-10 13:30:00,3.5799999237060547,3.630000114440918,3.4200000762939453,3.490000009536743,1422900
2024-06-11 13:30:00,3.430000066757202,3.4600000381469727,3.319999933242798,3.450000047683716,787600
2024-06-12 13:30:00,3.5299999713897705,3.7300000190734863,3.434999942779541,3.4600000381469727,870400
2024-06-13 13:30:00,3.450000047683716,3.5299999713897705,3.275000095367432,3.299999952316284,647300
2024-06-14 13:30:00,3.259999990463257,3.259999990463257,3.109999895095825,3.130000114440918,694200
2024-06-17 13:30:00,3.109999895095825,3.1549999713897705,3.0199999809265137,3.140000104904175,1110700
2024-06-18 13:30:00,3.109999895095825,3.190000057220459,3.0299999713897705,3.0799999237060547,1603400
2024-06-20 13:30:00,3.049999952316284,3.240000009536743,2.990000009536743,3.200000047683716,1616200
2024-06-21 13:30:00,3.25,3.289999961853028,3.164999961853028,3.240000009536743,1963400
2024-06-24 13:30:00,3.240000009536743,3.380000114440918,3.220000028610229,3.289999961853028,1705700
2024-06-25 13:30:00,3.309999942779541,3.424999952316284,3.265000104904175,3.390000104904175,1647000
2024-06-26 13:30:00,3.3499999046325684,3.4489998817443848,3.3299999237060547,3.4100000858306885,1040900
2024-06-27 13:30:00,3.3299999237060547,3.4800000190734863,3.259999990463257,3.4600000381469727,969400
2024-06-28 13:30:00,3.5,3.650000095367432,3.470000028610229,3.619999885559082,5474600
2024-07-01 13:30:00,3.700000047683716,3.7200000286102295,3.4809999465942383,3.5999999046325684,2085200
2024-07-02 13:30:00,3.5999999046325684,3.5999999046325684,3.3399999141693115,3.369999885559082,1215700
2024-07-03 13:30:00,3.380000114440918,3.430000066757202,3.299999952316284,3.390000104904175,404500
2024-07-05 13:30:00,3.380000114440918,3.619999885559082,3.3299999237060547,3.539999961853028,965500
2024-07-08 13:30:00,3.559999942779541,3.660000085830689,3.509999990463257,3.609999895095825,1230500
2024-07-09 13:30:00,3.609999895095825,3.625,3.470000028610229,3.539999961853028,978400
2024-07-10 13:30:00,3.5299999713897705,3.555000066757202,3.470000028610229,3.5,619300
2024-07-11 13:30:00,3.650000095367432,3.940000057220459,3.509999990463257,3.890000104904175,2443800
2024-07-12 13:30:00,3.9600000381469727,4.170000076293945,3.910000085830689,4.0,1375100
2024-07-15 13:30:00,4.019999980926514,4.135000228881836,3.940000057220459,4.03000020980835,1599900
2024-07-16 13:30:00,4.070000171661377,4.550000190734863,4.070000171661377,4.449999809265137,2452400
2024-07-17 13:30:00,4.400000095367432,4.650000095367432,4.275000095367432,4.349999904632568,1274000
2024-07-18 13:30:00,4.400000095367432,4.489999771118164,4.125,4.230000019073486,1018900
2024-07-19 13:30:00,4.21999979019165,4.269999980926514,4.019999980926514,4.039999961853027,874500
2024-07-22 13:30:00,4.059999942779541,4.170000076293945,3.944999933242798,4.159999847412109,1126300
2024-07-23 13:30:00,4.179999828338623,4.329999923706055,4.130000114440918,4.199999809265137,628600
2024-07-24 13:30:00,4.139999866485596,4.304999828338623,4.074999809265137,4.170000076293945,1676600
2024-07-25 13:30:00,4.190000057220459,4.519999980926514,4.119999885559082,4.329999923706055,1135700
2024-07-26 13:30:00,4.449999809265137,4.75,4.349999904632568,4.510000228881836,1376000
2024-07-29 13:30:00,4.5,4.579999923706055,4.335000038146973,4.440000057220459,1262100
2024-07-30 13:30:00,4.429999828338623,4.639999866485596,4.429999828338623,4.599999904632568,1035300
2024-07-31 13:30:00,4.659999847412109,4.809999942779541,4.460000038146973,4.550000190734863,2115400
2024-08-01 13:30:00,4.53000020980835,4.675000190734863,4.304999828338623,4.449999809265137,1916100
2024-08-02 13:30:00,4.050000190734863,4.650000095367432,3.990000009536743,4.300000190734863,2766900
2024-08-05 13:30:00,3.890000104904175,4.400000095367432,3.8450000286102295,4.320000171661377,2033100
2024-08-06 13:30:00,4.360000133514404,4.820000171661377,4.264999866485596,4.610000133514404,2537000
2024-08-07 13:30:00,4.699999809265137,4.769999980926514,4.190000057220459,4.190000057220459,1241100
2024-08-08 13:30:00,4.199999809265137,4.409999847412109,4.135000228881836,4.400000095367432,1176600
2024-08-09 13:30:00,4.449999809265137,4.559999942779541,4.260000228881836,4.46999979019165,1080800
2024-08-12 13:30:00,4.480000019073486,4.539999961853027,4.264999866485596,4.300000190734863,665900
2024-08-13 13:30:00,4.320000171661377,4.65500020980835,4.25,4.559999942779541,1683400
2024-08-14 13:30:00,4.610000133514404,4.659999847412109,4.301000118255615,4.400000095367432,1193400
2024-08-15 13:30:00,4.539999961853027,5.0,4.500999927520752,4.929999828338623,1805500
2024-08-16 13:30:00,4.860000133514404,5.039999961853027,4.784999847412109,4.829999923706055,1395000
2024-08-19 13:30:00,4.889999866485596,4.889999866485596,4.679999828338623,4.809999942779541,1664600
2024-08-20 13:30:00,4.800000190734863,4.829999923706055,4.554999828338623,4.590000152587891,1290500
2024-08-21 13:30:00,4.630000114440918,4.820000171661377,4.539999961853027,4.610000133514404,1320200
2024-08-22 13:30:00,4.619999885559082,4.650000095367432,4.349999904632568,4.400000095367432,670900
2024-08-23 13:30:00,4.409999847412109,4.909999847412109,4.409999847412109,4.860000133514404,1126400
2024-08-26 13:30:00,4.949999809265137,4.980000019073486,4.679999828338623,4.809999942779541,731700
2024-08-27 13:30:00,4.760000228881836,4.809999942779541,4.619999885559082,4.639999866485596,464900
2024-08-28 13:30:00,4.630000114440918,4.699999809265137,4.485000133514404,4.510000228881836,618500
2024-08-29 13:30:00,4.550000190734863,4.804999828338623,4.534999847412109,4.670000076293945,733700
2024-08-30 13:30:00,4.710000038146973,4.78000020980835,4.53000020980835,4.699999809265137,744300
2024-09-03 13:30:00,4.599999904632568,4.75,4.429999828338623,4.489999771118164,680600
2024-09-04 13:30:00,4.46999979019165,4.559999942779541,4.309999942779541,4.349999904632568,716200
2024-09-05 13:30:00,4.380000114440918,4.429999828338623,4.269999980926514,4.349999904632568,609900
2024-09-06 13:30:00,4.340000152587891,4.460000038146973,4.210000038146973,4.269999980926514,506600
2024-09-09 13:30:00,4.289999961853027,4.429999828338623,4.199999809265137,4.260000228881836,1528000
2024-09-10 13:30:00,4.269999980926514,4.380000114440918,4.085000038146973,4.260000228881836,949200
2024-09-11 13:30:00,4.199999809265137,4.420000076293945,4.170000076293945,4.389999866485596,650800
2024-09-12 13:30:00,4.400000095367432,4.440000057220459,4.239999771118164,4.300000190734863,681700
2024-09-13 13:30:00,4.360000133514404,4.715000152587891,4.303999900817871,4.610000133514404,1125400
2024-09-16 13:30:00,4.579999923706055,4.650000095367432,4.329999923706055,4.590000152587891,744500
2024-09-17 13:30:00,4.639999866485596,4.824999809265137,4.610000133514404,4.630000114440918,735000
2024-09-18 13:30:00,4.639999866485596,4.980000019073486,4.519999980926514,4.610000133514404,757500
2024-09-19 13:30:00,4.78000020980835,4.860000133514404,4.690000057220459,4.78000020980835,751300
2024-09-20 13:30:00,4.71999979019165,4.75,4.5,4.650000095367432,1289500
2024-09-23 13:30:00,4.710000038146973,4.710000038146973,4.260000228881836,4.260000228881836,672700
2024-09-24 13:30:00,4.25,4.300000190734863,4.139999866485596,4.170000076293945,592200
2024-09-25 13:30:00,4.170000076293945,4.170000076293945,3.9809999465942383,4.0,872100
2024-09-26 13:30:00,4.110000133514404,5.53000020980835,4.070000171661377,4.900000095367432,4883500
2024-09-27 13:30:00,4.980000019073486,5.119999885559082,4.802000045776367,5.0,2074800
2024-09-30 13:30:00,4.980000019073486,5.510000228881836,4.929999828338623,5.119999885559082,1164700
2024-10-01 13:30:00,5.070000171661377,5.139999866485596,4.829999923706055,5.019999980926514,1188300
2024-10-02 13:30:00,5.070000171661377,5.197000026702881,4.929999828338623,5.139999866485596,982400
2024-10-03 13:30:00,5.099999904632568,5.144999980926514,4.954999923706055,5.059999942779541,726500
2024-10-04 13:30:00,5.190000057220459,5.554999828338623,5.045000076293945,5.519999980926514,1249500
2024-10-07 13:30:00,5.510000228881836,5.795000076293945,5.309999942779541,5.409999847412109,1620100
2024-10-08 13:30:00,5.389999866485596,5.440000057220459,5.21999979019165,5.25,632700
2024-10-09 13:30:00,5.239999771118164,5.309999942779541,4.980000019073486,5.0,582400
2024-10-10 13:30:00,4.869999885559082,5.0,4.760000228881836,4.909999847412109,1106500
2024-10-11 13:30:00,4.829999923706055,5.130000114440918,4.769999980926514,4.940000057220459,877900
2024-10-14 13:30:00,5.099999904632568,5.099999904632568,4.800000190734863,4.949999809265137,758400
2024-10-15 13:30:00,4.880000114440918,5.0,4.730000019073486,4.96999979019165,1126000
2024-10-16 13:30:00,4.989999771118164,5.0,4.789999961853027,4.800000190734863,860000
2024-10-17 13:30:00,4.789999961853027,4.815000057220459,4.599999904632568,4.639999866485596,910600
2024-10-18 13:30:00,4.659999847412109,4.800000190734863,4.630000114440918,4.679999828338623,927100
2024-10-21 13:30:00,4.610000133514404,4.619999885559082,4.445000171661377,4.550000190734863,968400
2024-10-22 13:30:00,4.550000190734863,4.775000095367432,4.460000038146973,4.699999809265137,741800
2024-10-23 13:30:00,4.659999847412109,4.760000228881836,4.565000057220459,4.71999979019165,568100
2024-10-24 13:30:00,4.78000020980835,4.800000190734863,4.46999979019165,4.519999980926514,665800
2024-10-25 13:30:00,4.53000020980835,4.664999961853027,4.440000057220459,4.449999809265137,610300
2024-10-28 13:30:00,4.489999771118164,4.710000038146973,4.480000019073486,4.670000076293945,879100
2024-10-29 13:30:00,4.599999904632568,4.730000019073486,4.554999828338623,4.710000038146973,818500
2024-10-30 13:30:00,4.650000095367432,5.099999904632568,4.650000095367432,5.059999942779541,597900
2024-10-31 13:30:00,5.03000020980835,5.070000171661377,4.829999923706055,4.840000152587891,1597800
2024-11-01 13:30:00,4.900000095367432,5.329999923706055,4.840000152587891,5.309999942779541,959000
2024-11-04 14:30:00,5.300000190734863,5.53000020980835,5.159999847412109,5.260000228881836,1160200
2024-11-05 14:30:00,5.170000076293945,5.590000152587891,5.090000152587891,5.579999923706055,837200
2024-11-06 14:30:00,5.639999866485596,5.800000190734863,5.465000152587891,5.75,1159200
2024-11-07 14:30:00,5.789999961853027,6.03000020980835,5.514999866485596,5.630000114440918,1776000
2024-11-08 14:30:00,6.0,6.329999923706055,5.599999904632568,5.820000171661377,1382700
2024-11-11 14:30:00,6.0,6.699999809265137,5.989999771118164,6.489999771118164,1868100
2024-11-12 14:30:00,6.230000019073486,6.489999771118164,5.889999866485596,5.929999828338623,1148800
2024-11-13 14:30:00,6.0,6.079999923706055,5.835000038146973,5.849999904632568,1142000
2024-11-14 14:30:00,5.849999904632568,5.949999809265137,5.53000020980835,5.579999923706055,888200
2024-11-15 14:30:00,5.630000114440918,5.788000106811523,5.070000171661377,5.079999923706055,1462100
2024-11-18 14:30:00,5.010000228881836,5.099999904632568,4.659999847412109,4.679999828338623,1392600
2024-11-19 14:30:00,4.579999923706055,4.639999866485596,4.380000114440918,4.480000019073486,1708900
2024-11-20 14:30:00,4.420000076293945,4.565000057220459,4.329999923706055,4.420000076293945,1819300
2024-11-21 14:30:00,4.389999866485596,4.489999771118164,4.269999980926514,4.369999885559082,1586000
2024-11-22 14:30:00,4.349999904632568,4.699999809265137,4.289999961853027,4.690000057220459,2328900
2024-11-25 14:30:00,4.809999942779541,5.789999961853027,4.760000228881836,5.579999923706055,4012000
2024-11-26 14:30:00,5.639999866485596,5.929999828338623,5.289999961853027,5.679999828338623,1702200
2024-11-27 14:30:00,5.71999979019165,5.820000171661377,5.519999980926514,5.730000019073486,998600
2024-11-29 14:30:00,5.75,6.0,5.690000057220459,5.940000057220459,660500
2024-12-02 14:30:00,5.949999809265137,6.574999809265137,5.869999885559082,6.53000020980835,1699900
2024-12-03 14:30:00,6.5,6.550000190734863,6.159999847412109,6.300000190734863,1065200
2024-12-04 14:30:00,6.300000190734863,6.449999809265137,6.09499979019165,6.139999866485596,1310500
2024-12-05 14:30:00,6.309999942779541,6.309999942779541,5.939000129699707,6.070000171661377,1106100
2024-12-06 14:30:00,6.190000057220459,6.349999904632568,6.0329999923706055,6.269999980926514,621300
2024-12-09 14:30:00,6.329999923706055,6.690000057220459,6.275000095367432,6.440000057220459,1100900
2024-12-10 14:30:00,6.440000057220459,7.066999912261963,6.284999847412109,6.710000038146973,1440300
2024-12-11 14:30:00,6.809999942779541,6.809999942779541,6.369999885559082,6.380000114440918,1059100
2024-12-12 14:30:00,6.289999961853027,6.360000133514404,6.065000057220459,6.159999847412109,1046400
2024-12-13 14:30:00,6.110000133514404,6.364999771118164,5.980000019073486,6.300000190734863,1183100
2024-12-16 14:30:00,6.289999961853027,6.789999961853027,6.130000114440918,6.78000020980835,1237600
2024-12-17 14:30:00,6.78000020980835,6.929999828338623,6.389999866485596,6.519999980926514,1741700
2024-12-18 14:30:00,6.630000114440918,6.882999897003174,5.809999942779541,5.96999979019165,1720900
2024-12-19 14:30:00,6.039999961853027,6.090000152587891,5.804999828338623,6.0,901800
2024-12-20 14:30:00,5.840000152587891,6.505000114440918,5.840000152587891,6.389999866485596,1566800
2024-12-23 14:30:00,6.369999885559082,6.510000228881836,6.199999809265137,6.320000171661377,708500
2024-12-24 14:30:00,6.329999923706055,6.409999847412109,6.190000057220459,6.389999866485596,412700
2024-12-26 14:30:00,6.340000152587891,6.510000228881836,6.300000190734863,6.440000057220459,657400
2024-12-27 14:30:00,6.489999771118164,6.519999980926514,6.190000057220459,6.289999961853027,735400
2024-12-30 14:30:00,6.159999847412109,6.230000019073486,5.909999847412109,6.110000133514404,949900
2024-12-31 14:30:00,6.139999866485596,6.269999980926514,5.960000038146973,5.994999885559082,597600
2025-01-02 14:30:00,6.090000152587891,6.449999809265137,5.960000038146973,6.190000057220459,655300
2025-01-03 14:30:00,6.309999942779541,7.21999979019165,6.309999942779541,7.199999809265137,1080900
2025-01-06 14:30:00,7.25,7.460000038146973,6.989999771118164,7.050000190734863,3110300
2025-01-07 14:30:00,7.050000190734863,7.434999942779541,6.670000076293945,7.099999904632568,2254900
2025-01-08 14:30:00,7.0,7.074999809265137,6.610000133514404,6.690000057220459,1800500
2025-01-10 14:30:00,6.480000019073486,6.570000171661377,6.230000019073486,6.5,1317100
2025-01-13 14:30:00,6.340000152587891,6.625,6.110000133514404,6.460000038146973,1160000
2025-01-14 14:30:00,6.559999942779541,6.6479997634887695,5.974999904632568,6.070000171661377,971100
2025-01-15 14:30:00,6.349999904632568,7.275000095367432,6.340000152587891,7.159999847412109,3006000
2025-01-16 14:30:00,7.190000057220459,7.190000057220459,6.510000228881836,6.920000076293945,1659400
2025-01-17 14:30:00,7.039999961853027,7.074999809265137,6.650000095367432,6.809999942779541,1048300
2025-01-21 14:30:00,6.949999809265137,7.5,6.949999809265137,7.449999809265137,1765700
2025-01-22 14:30:00,7.449999809265137,8.329999923706055,7.309999942779541,8.010000228881836,3294800
2025-01-23 14:30:00,7.989999771118164,8.229999542236328,7.650000095367432,8.130000114440918,2218000
2025-01-24 14:30:00,8.079999923706055,8.260000228881836,7.875,7.989999771118164,897600
2025-01-27 14:30:00,7.840000152587891,8.149999618530273,7.565000057220459,7.699999809265137,937500
2025-01-28 14:30:00,7.730000019073486,7.929999828338623,7.449999809265137,7.849999904632568,754600
2025-01-29 14:30:00,7.860000133514404,8.039999961853027,7.449999809265137,7.710000038146973,885100
2025-01-30 14:30:00,7.860000133514404,8.210000038146973,7.795000076293945,7.860000133514404,723700
2025-01-31 14:30:00,7.960000038146973,8.234999656677246,7.679999828338623,7.75,901500
2025-02-03 14:30:00,7.510000228881836,7.989999771118164,7.449999809265137,7.699999809265137,939800
2025-02-04 14:30:00,7.659999847412109,7.860000133514404,7.269999980926514,7.369999885559082,1119700
2025-02-05 14:30:00,7.409999847412109,8.170000076293945,7.380000114440918,8.050000190734863,2041800
2025-02-06 14:30:00,8.170000076293945,8.3100004196167,7.744999885559082,8.010000228881836,1478600
2025-02-07 14:30:00,8.029999732971191,8.1899995803833,7.659999847412109,7.840000152587891,1556300
2025-02-10 14:30:00,7.869999885559082,7.892000198364258,7.369999885559082,7.679999828338623,1897100
2025-02-11 14:30:00,7.630000114440918,7.920000076293945,7.440000057220459,7.800000190734863,1778500
2025-02-12 14:30:00,7.550000190734863,7.710000038146973,6.96999979019165,7.550000190734863,1650400
2025-02-13 14:30:00,7.650000095367432,8.5600004196167,7.360000133514404,8.520000457763672,2064300
2025-02-14 14:30:00,8.600000381469727,8.739999771118164,8.1850004196167,8.329999923706055,2005100
2025-02-18 14:30:00,8.6899995803833,8.949999809265137,8.09000015258789,8.270000457763672,2320000
2025-02-19 14:30:00,8.140000343322754,8.664999961853027,8.109999656677246,8.369999885559082,2448200
2025-02-20 14:30:00,8.390000343322754,8.6899995803833,8.199999809265137,8.329999923706055,1653000
2025-02-21 14:30:00,8.470000267028809,8.619999885559082,8.09000015258789,8.270000457763672,1430000
2025-02-24 14:30:00,8.229999542236328,8.524999618530273,8.029999732971191,8.420000076293945,1271300
2025-02-25 14:30:00,8.517999649047852,8.517999649047852,7.916999816894531,8.420000076293945,1714500
2025-02-26 14:30:00,8.550000190734863,8.9399995803833,8.199999809265137,8.359999656677246,1421200
2025-02-27 14:30:00,8.40999984741211,8.579999923706055,8.15999984741211,8.15999984741211,870700
2025-02-28 14:30:00,8.09000015258789,8.319999694824219,7.920000076293945,8.260000228881836,1198000
2025-03-03 14:30:00,8.300000190734863,8.5,7.860000133514404,8.100000381469727,1269600
2025-03-04 14:30:00,7.760000228881836,8.300000190734863,7.650000095367432,8.119999885559082,1802900
2025-03-05 14:30:00,6.965000152587891,8.489999771118164,6.789999961853027,8.029999732971191,4921900
2025-03-06 14:30:00,7.605999946594238,8.270000457763672,7.474999904632568,7.769999980926514,1572600
2025-03-07 14:30:00,7.679999828338623,7.920000076293945,7.079999923706055,7.349999904632568,2535900
2025-03-10 18:22:49,7.170000076293945,7.309700012207031,6.449999809265137,6.559999942779541,1419548
2024-03-11 13:30:00,3.630000114440918,3.950000047683716,3.5899999141693115,3.7799999713897705,1624000
2024-03-12 13:30:00,3.7699999809265137,3.7899999618530273,3.575000047683716,3.5899999141693115,1301200
2024-03-13 13:30:00,3.539999961853028,3.611999988555908,3.3550000190734863,3.4100000858306885,1321500
2024-03-14 13:30:00,3.369999885559082,3.380000114440918,3.2049999237060547,3.259999990463257,1543100
2024-03-15 13:30:00,3.2300000190734863,3.3350000381469727,3.2100000381469727,3.240000009536743,1751100
2024-03-18 13:30:00,3.259999990463257,3.259999990463257,3.109999895095825,3.180000066757202,1118900
2024-03-19 13:30:00,3.140000104904175,3.3499999046325684,3.109999895095825,3.2699999809265137,936600
2024-03-20 13:30:00,3.2699999809265137,3.430000066757202,3.150000095367432,3.380000114440918,1196000
2024-03-21 13:30:00,3.4100000858306885,3.5199999809265137,3.315000057220459,3.3299999237060547,816500
2024-03-22 13:30:00,3.309999942779541,3.319999933242798,3.150000095367432,3.240000009536743,1607100
2024-03-25 13:30:00,3.240000009536743,3.2809998989105225,3.0899999141693115,3.119999885559082,1157000
2024-03-26 13:30:00,3.130000114440918,3.200000047683716,2.8499999046325684,2.880000114440918,1918900
2024-03-27 13:30:00,2.950000047683716,2.950000047683716,2.75,2.890000104904175,3386200
2024-03-28 13:30:00,2.930000066757202,3.3350000381469727,2.930000066757202,3.2100000381469727,2000000
2024-04-01 13:30:00,3.2699999809265137,3.2699999809265137,3.049999952316284,3.109999895095825,1304800
2024-04-02 13:30:00,3.0299999713897705,3.049999952316284,2.900000095367432,2.9800000190734863,1054300
2024-04-03 13:30:00,2.9600000381469727,2.986999988555908,2.6600000858306885,2.680000066757202,4234900
2024-04-04 13:30:00,2.7100000381469727,2.9100000858306885,2.700000047683716,2.7300000190734863,1219500
2024-04-05 13:30:00,2.720000028610229,2.720000028610229,2.559999942779541,2.5799999237060547,1322500
2024-04-08 13:30:00,2.630000114440918,2.8399999141693115,2.5999999046325684,2.8299999237060547,1495600
2024-04-09 13:30:00,2.8499999046325684,3.119999885559082,2.8399999141693115,2.930000066757202,1311400
2024-04-10 13:30:00,2.8299999237060547,2.8299999237060547,2.640000104904175,2.6700000762939453,1269800
2024-04-11 13:30:00,2.690000057220459,2.7100000381469727,2.5299999713897705,2.619999885559082,1021800
2024-04-12 13:30:00,2.5899999141693115,3.0999999046325684,2.549999952316284,3.009999990463257,6503700
2024-04-15 13:30:00,3.009999990463257,3.109999895095825,2.880000114440918,2.9100000858306885,3152300
2024-04-16 13:30:00,2.8499999046325684,2.8499999046325684,2.621000051498413,2.75,1605800
2024-04-17 13:30:00,2.7699999809265137,2.799999952316284,2.430000066757202,2.440000057220459,3306200
2024-04-18 13:30:00,2.450000047683716,2.4579999446868896,2.3299999237060547,2.3350000381469727,2780200
2024-04-19 13:30:00,2.309999942779541,2.4800000190734863,2.2799999713897705,2.400000095367432,2341500
2024-04-22 13:30:00,2.4100000858306885,2.5199999809265137,2.359999895095825,2.509999990463257,2160200
2024-04-23 13:30:00,2.5,2.7300000190734863,2.450000047683716,2.5799999237060547,1518100
2024-04-24 13:30:00,2.539999961853028,2.6679999828338623,2.509999990463257,2.5999999046325684,2020600
2024-04-25 13:30:00,2.539999961853028,2.640000104904175,2.4800000190734863,2.609999895095825,1839100
2024-04-26 13:30:00,2.609999895095825,2.7249999046325684,2.555000066757202,2.5999999046325684,1074400
2024-04-29 13:30:00,2.619999885559082,2.799999952316284,2.619999885559082,2.75,1639000
2024-04-30 13:30:00,2.7300000190734863,2.799999952316284,2.615000009536743,2.619999885559082,1508800
2024-05-01 13:30:00,2.630000114440918,2.940000057220459,2.559999942779541,2.789999961853028,1608700
